EID,Title,Year,Source title,Cited by,DOI,Topic_Category,GBRS_Mentioned,BIPV_Application,Key_Sentences
2-s2.0-85060893988,Measured and modeled performance of internal mass as a thermal energy battery for energy flexible residential buildings,2019,Applied Energy,59,10.1016/j.apenergy.2019.01.200,Other,Passive House,Not specified,"The use of heat pumps for space heating of residential buildings creates an opportunity for energy flexible residential buildings that rely on low-cost thermal energy storage systems. | The results show that, for apartments with high thermal mass, thermal insulation is the key driver of BaB system thermal efficiency, with the highly insulated apartment reaching BaB efficiencies of 60–80%."
2-s2.0-85060909090,A new quantitative life cycle sustainability assessment framework: Application to integrated energy systems,2019,Applied Energy,50,10.1016/j.apenergy.2019.01.237,BIPV Economics / LCA,None mentioned,Not specified,
2-s2.0-85063076307,Study on the overall energy performance of a novel c-Si based semitransparent solar photovoltaic window,2019,Applied Energy,137,10.1016/j.apenergy.2019.03.107,BIPV Technical Performance,None mentioned,Window / Curtain Wall BIPV,This paper introduces a novel c-Si based building integrated photovoltaic (BIPV) laminate.
2-s2.0-85063265776,A solar combi-system utilizing stable supercooling of sodium acetate trihydrate for heat storage: Numerical performance investigation,2019,Applied Energy,42,10.1016/j.apenergy.2019.03.125,Other,Passive House,Not specified,
2-s2.0-85064243283,Dynamic analysis of the integration of electric vehicles in efficient buildings fed by renewables,2019,Applied Energy,73,10.1016/j.apenergy.2019.03.206,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,"This paper analyses the energy, environmental and economic performance of a future scenario where electric vehicles are connected to efficient buildings powered by building integrated flat-plate photovoltaic/thermal collectors, equipped with electric energy storage."
2-s2.0-85065398970,Graphical analysis of photovoltaic generation and load matching in buildings: A novel way of studying self-consumption and self-sufficiency,2019,Applied Energy,93,10.1016/j.apenergy.2019.05.058,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,
2-s2.0-85070365750,Retrofit of villas on Mediterranean coastlines: Pareto optimization with a view to energy-efficiency and cost-effectiveness,2019,Applied Energy,83,10.1016/j.apenergy.2019.113705,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85070578438,Energetic and economic evaluation of hybrid solar energy systems in a residential net-zero energy building,2019,Applied Energy,101,10.1016/j.apenergy.2019.113709,Net-Zero / Zero-Energy Buildings,None mentioned,Window / Curtain Wall BIPV,"A residential net-zero energy building with a prospect of commercialization was introduced, which adopts solar energy systems and heat insulation solar glass that simultaneously generates electric power and minimizes heat loss. | However, the optimized hybrid system (integrated with solar PV, solar thermal and heat insulation solar glass) is sufficient to reach the net-zero energy target while the optimized solar PV system combined heat insulation solar glass is a solution of the positive energy building. | Net-zero energy buildings are playing a critical role in the decarbonization of future cities since the buildings are responsible for 30–40% of total energy consumption. | A multi-criteria decision-making framework based on the energetic and economic criteria was developed to evaluate system performance and to find the favorable layout of the energy system in the residential net-zero energy building."
2-s2.0-85072289832,Life beyond the grid: A Life-Cycle Sustainability Assessment of household energy needs,2019,Applied Energy,31,10.1016/j.apenergy.2019.113881,Other,None mentioned,Not specified,
2-s2.0-85075751286,Design and environmental sustainability assessment of small-scale off-grid energy systems for remote rural communities,2020,Applied Energy,172,10.1016/j.apenergy.2019.114004,Other,None mentioned,Generic PV / BAPV,The results suggest that a household-scale PV system integrated within a micro-grid with community-scale wind turbines and Li-ion batteries is environmentally the most sustainable configuration.
2-s2.0-85074296579,Towards net zero energy building: The application potential and adaptability of photovoltaic-thermoelectric-battery wall system,2020,Applied Energy,101,10.1016/j.apenergy.2019.114066,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,"Net zero energy buildings (NZEBs) are the future direction of architectures as well as the guideline to counter-act with energy issues. | In this study, we proposed a new concept of “double zero” for building envelope, in which the “first zero” means zero heat gain/heat loss through building envelopes and the “second zero” means net zero energy consumption to fulfill the “first zero”. | By setting the goal of “double zero”, a new compound building envelope system was proposed with integration of photovoltaic (PV), thermoelectric (TE) modules, and battery system with envelope structure."
2-s2.0-85077235143,Building to Vehicle to Building concept: A comprehensive parametric and sensitivity analysis for decision making aims,2020,Applied Energy,84,10.1016/j.apenergy.2019.114077,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85078506392,Electrical system architectures for building-integrated photovoltaics: A comparative analysis using a modelling framework in Modelica,2020,Applied Energy,35,10.1016/j.apenergy.2019.114247,BIPV Technical Performance,None mentioned,Façade BIPV,"Building integrated photovoltaic (BIPV) systems may be catalyzers of sustainable, near-zero energy buildings. | To maximize the benefits of employing BIPV, it is important to integrate them properly into the grid of the building. | The study compares DC (48 V and 380 V) and AC (230 V/50 Hz) topologies integrated into a ten-story office building with façade-integrated BIPV."
2-s2.0-85079208254,An integrated and reconfigurable hybrid AC/DC microgrid architecture with autonomous power flow control for nearly/net zero energy buildings,2020,Applied Energy,68,10.1016/j.apenergy.2020.114610,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,The hybrid AC/DC microgrid is a promising alternative for existing power distribution systems to achieve the goal of nearly/net zero energy buildings (nZEBs).
2-s2.0-85084218954,The multi-energy system co-planning of nearly zero-energy districts – Status-quo and future research potential,2020,Applied Energy,79,10.1016/j.apenergy.2020.114953,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85087895401,Daylighting and overall energy performance of a novel semi-transparent photovoltaic vacuum glazing in different climate zones,2020,Applied Energy,93,10.1016/j.apenergy.2020.115414,BIPV Technical Performance,None mentioned,Window / Curtain Wall BIPV,The results suggest that the reversible vacuum PV glazing can act energy response in a more efficient way and fully utilize the energy-saving potential of the integration of the PV glazing and the vacuum glazing.
2-s2.0-85089411783,Double skin façade integrating semi-transparent photovoltaics: Experimental study on forced convection and heat recovery,2020,Applied Energy,49,10.1016/j.apenergy.2020.115647,BIPV Technical Performance,None mentioned,Window / Curtain Wall BIPV,"Semi-Transparent Photovoltaics (STPV) can be integrated on Double Skin Facades (DSF) to enhance the energy performance of a building. | The integrated STPV can simultaneously control solar gains and generate electricity. | In the present study, the lack of literature in the development of an average Nusselt number correlations for DSF integrating STPV (DSF-STPV) is identified and a new index which corresponds to the heat that is recovered is introduced and is distinguished from the thermal efficiency of the system. | The heat losses of a typical building in comparison to a building that integrates DSF-STPV can be 20% higher resulting in losses that reach values of 8 W/m2 of façade area."
